country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
Italy,2012,403.447,6.738,118.536,10.071,0.168,66.959,1.118,2.528,0.042,147.714,2.467,172.402,2.879,-4.91,-20.83,0.199,0.21,521.983,8.717,0.257,21954.82,878.526,4360.743,74.323,4244.074,12282.278,114.876,29.38,1.15,0.73,0.45,0.69,2.27,1.5,1.37,1.56,2.83,0.65,0.51,2.25,2.47,1.65,422.08,7.049,456.71,7.627,47.94,0.801,18.54,0.31,59879469,2.02924E+12,1923.549,32123.684,0.948
Italy,2013,369.834,6.147,112.563,8.877,0.148,57.782,0.96,2.702,0.045,137.701,2.289,159.32,2.648,-8.33,-33.613,0.186,0.202,482.398,8.018,0.242,22324.654,887.403,4418.525,77.024,4381.775,12441.598,118.328,30.44,1.05,0.62,0.38,0.73,2.1,1.38,1.18,1.54,2.73,0.64,0.52,2.24,2.44,1.63,390.27,6.486,424.93,7.063,45.96,0.764,18.38,0.305,60166828,1.99421E+12,1832.745,30461.049,0.919
Italy,2014,349.582,5.787,116.095,8.339,0.138,55.837,0.924,2.501,0.041,121.589,2.013,158.004,2.616,-5.48,-20.253,0.175,0.202,465.677,7.709,0.233,22674.236,895.742,4474.362,79.526,4503.364,12599.603,121.639,33.21,0.98,0.56,0.37,0.66,1.83,1.36,1.09,1.53,2.64,0.64,0.52,2.23,2.42,1.61,370.58,6.134,405.24,6.708,45.1,0.747,17.85,0.295,60409622,1.99648E+12,1734.104,28705.76,0.869
Italy,2015,361.302,5.964,101.145,8.196,0.135,53.063,0.876,2.574,0.042,132.756,2.192,161.657,2.669,3.35,11.721,0.18,0.202,462.448,7.634,0.23,23035.538,903.938,4527.425,82.1,4636.121,12761.26,124.695,27.99,1.02,0.57,0.36,0.69,1.96,1.36,1.01,1.52,2.55,0.63,0.52,2.22,2.39,1.59,381.49,6.297,416.15,6.87,45.01,0.743,18.08,0.298,60578489,2.01211E+12,1784.358,29455.315,0.887
Italy,2016,358.061,5.902,97.178,7.68,0.127,48.559,0.8,2.189,0.036,140.758,2.32,155.91,2.57,-0.9,-3.242,0.177,0.2,455.239,7.504,0.225,23393.599,911.618,4575.984,84.289,4776.879,12917.17,127.66,27.14,1.01,0.52,0.34,0.56,2.02,1.3,0.99,1.51,2.47,0.63,0.52,2.21,2.37,1.57,398.64,6.571,411.45,6.783,44.68,0.737,18.06,0.298,60663068,2.02696E+12,1790.446,29514.59,0.883
Italy,2017,352.85,5.816,105.658,7.711,0.127,42.04,0.693,2.351,0.039,148.751,2.452,148.862,2.454,-1.46,-5.211,0.171,0.195,458.508,7.557,0.222,23746.449,919.33,4618.024,86.64,4925.63,13066.032,130.793,29.94,0.98,0.51,0.29,0.56,2.09,1.23,1.04,1.5,2.4,0.62,0.52,2.21,2.35,1.55,393.01,6.477,405.77,6.688,44.37,0.731,17.99,0.297,60673694,2.06076E+12,1812.177,29867.582,0.879
Italy,2018,349.02,5.757,117.431,7.757,0.128,39.424,0.65,2.295,0.038,143.665,2.37,152.699,2.519,-1.09,-3.829,0.168,0.191,466.451,7.694,0.225,24095.469,927.086,4657.448,88.935,5069.295,13218.731,133.973,33.65,0.95,0.5,0.27,0.56,1.93,1.25,1.06,1.48,2.32,0.61,0.53,2.2,2.32,1.53,386.78,6.38,399.6,6.591,43.67,0.72,17.91,0.295,60627291,2.07721E+12,1825.474,30109.778,0.879
Jamaica,2000,10.314,3.885,-2.834,0.275,0.104,0.191,0.072,,,,,9.849,3.71,3.57,0.356,0.591,0.239,7.48,2.818,0.429,271.874,7.779,2.154,,,261.941,,-27.48,0.04,0.04,0,,,0.1,,0.03,0.04,0,,,0.07,,12.22,4.603,11.78,4.437,1.13,0.426,0.54,0.203,2654698,17441458176,43.211,16277.339,2.478
Jamaica,2001,10.576,3.954,-0.263,0.266,0.1,0.139,0.052,,,,,10.171,3.803,2.54,0.262,0.593,0.241,10.313,3.856,0.579,282.45,8.045,2.293,,,272.112,,-2.49,0.04,0.04,0,,,0.1,,0.03,0.04,0,,,0.07,,9.38,3.507,11.81,4.415,1.13,0.422,0.53,0.198,2674706,17823879168,43.844,16391.997,2.46
Jamaica,2002,10.203,3.789,-1.969,0.277,0.103,0.234,0.087,,,,,9.691,3.599,-3.53,-0.374,0.566,0.234,8.233,3.057,0.457,292.653,8.322,2.527,,,281.804,,-19.3,0.04,0.04,0,,,0.09,,0.03,0.04,0,,,0.07,,9.55,3.546,11.98,4.449,1.13,0.42,0.53,0.197,2692843,18032736256,43.649,16209.196,2.421
Jamaica,2003,10.667,3.937,-0.035,0.313,0.115,0.227,0.084,,,,,10.127,3.738,4.55,0.464,0.57,0.234,10.632,3.924,0.568,303.32,8.634,2.755,,,291.931,,-0.33,0.04,0.04,0,,,0.09,,0.03,0.04,0,,,0.07,,9.97,3.68,12.41,4.58,1.17,0.432,0.56,0.207,2709438,18718085120,45.49,16789.278,2.43
Jamaica,2004,10.574,3.88,0.804,0.315,0.116,0.176,0.064,,,,,10.083,3.7,-0.87,-0.093,0.557,0.238,11.378,4.176,0.599,313.894,8.949,2.93,,,302.014,,7.6,0.04,0.03,0,,,0.09,,0.03,0.04,0,,,0.07,,9.89,3.629,12.32,4.521,1.11,0.407,0.54,0.198,2725017,18987051008,44.501,16330.593,2.344
Jamaica,2005,10.417,3.802,2.062,0.282,0.103,0.154,0.056,,,,,9.981,3.643,-1.49,-0.158,0.543,0.227,12.478,4.554,0.651,324.311,9.231,3.084,,,311.995,,19.79,0.04,0.03,0,,,0.09,,0.03,0.04,0,,,0.07,,9.85,3.595,12.28,4.482,1.09,0.398,0.53,0.193,2740000,19174920192,45.887,16746.99,2.393
Jamaica,2006,11.577,4.203,2.958,0.314,0.114,0.073,0.027,,,,,11.19,4.062,11.14,1.161,0.586,0.221,14.535,5.277,0.736,335.888,9.545,3.158,,,323.185,,25.55,0.04,0.03,0,,,0.1,,0.03,0.04,0,,,0.08,,11.05,4.012,13.48,4.894,0.87,0.316,0.44,0.16,2754414,19747219456,52.42,19031.103,2.655
Jamaica,2007,10.749,3.883,3.728,0.27,0.098,0.095,0.034,,,,,10.384,3.751,-7.15,-0.828,0.536,0.201,14.478,5.23,0.722,346.637,9.816,3.253,,,333.569,,34.69,0.03,0.02,0,,,0.09,,0.03,0.04,0,,,0.08,,10.97,3.963,13.4,4.841,0.83,0.3,0.42,0.152,2768229,20046346240,53.391,19286.923,2.663
Jamaica,2008,10.78,3.875,3.332,0.301,0.108,0.128,0.046,,,,,10.351,3.721,0.28,0.03,0.542,0.237,14.111,5.073,0.709,357.417,10.116,3.381,,,343.92,,30.91,0.03,0.03,0,,,0.09,,0.03,0.04,0,,,0.08,,8.57,3.081,11,3.954,0.83,0.298,0.43,0.155,2781869,19893166080,45.405,16321.872,2.282
Jamaica,2009,7.934,2.838,0.936,0.386,0.138,0.136,0.048,,,,,7.412,2.651,-26.4,-2.846,0.413,0.222,8.87,3.172,0.461,365.351,10.502,3.517,,,351.332,,11.8,0.03,0.03,0,,,0.07,,0.03,0.04,0,,,0.08,,6.83,2.443,9.26,3.312,0.82,0.293,0.42,0.15,2795839,19223476224,35.698,12768.29,1.857
Jamaica,2010,7.677,2.732,1.907,0.327,0.116,0.114,0.04,,,,,7.236,2.575,-3.23,-0.256,0.405,0.234,9.585,3.41,0.506,373.028,10.829,3.63,,,358.568,,24.85,0.02,0.03,0,,,0.06,,0.03,0.04,0,,,0.08,,6.44,2.291,8.86,3.153,0.82,0.292,0.42,0.149,2810464,18949013504,32.796,11669.332,1.731
Jamaica,2011,8.256,2.921,2.783,0.327,0.116,0.213,0.075,,,,,7.716,2.731,7.53,0.578,0.43,0.238,11.038,3.906,0.574,381.283,11.156,3.843,,,366.285,,33.71,0.02,0.02,0,,,0.07,,0.03,0.04,0,,,0.08,,9.24,3.27,9.01,3.188,0.83,0.294,0.42,0.149,2825932,19220332544,34.745,12295.234,1.808
Jamaica,2012,7.913,2.784,2.678,0.339,0.119,0.194,0.068,,,,,7.379,2.596,-4.15,-0.343,0.418,0.243,10.591,3.726,0.559,389.196,11.495,4.037,,,373.664,,33.84,0.02,0.02,0,,,0.06,,0.03,0.04,0,,,0.08,,8.81,3.1,8.57,3.015,0.83,0.292,0.44,0.155,2842128,18945521664,32.55,11452.768,1.718
Jamaica,2013,8.492,2.971,2.493,0.362,0.127,0.235,0.082,,,,,7.896,2.762,7.32,0.579,0.451,0.24,10.986,3.843,0.584,397.689,11.857,4.272,,,381.56,,29.36,0.02,0.03,0,,,0.07,,0.03,0.04,0,,,0.07,,9.29,3.25,9.05,3.166,0.83,0.29,0.43,0.15,2858710,18817073152,35.409,12386.459,1.882
Jamaica,2014,7.697,2.677,2.298,0.413,0.144,0.275,0.096,,,,,7.009,2.438,-9.36,-0.795,0.41,0.221,9.995,3.476,0.533,405.386,12.271,4.546,,,388.569,,29.85,0.02,0.03,0,,,0.06,,0.03,0.04,0,,,0.07,,9.13,3.176,8.89,3.092,0.83,0.289,0.43,0.15,2875137,18759622656,34.882,12132.233,1.859
Jamaica,2015,7.995,2.766,1.542,0.418,0.145,0.267,0.092,,,,,7.31,2.528,3.87,0.298,0.426,0.222,9.538,3.299,0.507,413.381,12.689,4.814,,,395.878,,19.29,0.02,0.03,0,,,0.06,,0.03,0.04,0,,,0.07,,9.02,3.12,8.78,3.037,0.83,0.287,0.41,0.142,2891024,18792005632,35.968,12441.18,1.914
Jamaica,2016,8.163,2.809,0.771,0.396,0.136,0.256,0.088,,,0.018,0.006,7.493,2.578,2.1,0.168,0.431,0.219,8.935,3.074,0.472,421.545,13.085,5.07,,0.018,403.371,,9.45,0.02,0.03,0,,0,0.06,,0.03,0.04,0,,0,0.07,,9.41,3.238,9.23,3.176,0.8,0.275,0.41,0.141,2906242,18942029824,37.221,12807.383,1.965
Jamaica,2017,7.798,2.67,0.869,0.36,0.123,0.216,0.074,,,0.202,0.069,7.02,2.404,-4.48,-0.366,0.409,0.232,8.667,2.967,0.454,429.342,13.444,5.286,,0.22,410.392,,11.15,0.02,0.02,0,,0,0.06,,0.03,0.04,0,,0,0.07,,8.87,3.037,8.69,2.975,0.79,0.27,0.41,0.14,2920848,19072161792,33.631,11514.119,1.763
Jamaica,2018,8.039,2.739,0.577,0.319,0.109,0.231,0.079,,,0.187,0.064,7.302,2.488,3.09,0.241,0.414,0.232,8.616,2.936,0.443,437.381,13.763,5.517,,0.407,417.694,,7.17,0.02,0.02,0,,0,0.06,,0.03,0.03,0,,0,0.07,,10.2,3.475,10.02,3.414,0.78,0.266,0.41,0.14,2934853,19431862272,34.678,11816.069,1.785
Japan,2000,1264.375,9.915,267.346,35.086,0.275,372.047,2.918,0.512,0.004,170.604,1.338,676.305,5.303,1.83,22.763,0.3,0.204,1531.72,12.011,0.363,41009.394,1420.161,15069.386,5.613,2498.771,21903.178,112.285,21.14,5.01,4.89,4.13,0.19,3.6,6.58,4.57,3.92,7.76,2.87,0.05,2.06,5.99,2.79,1198.54,9.399,1274.3,9.993,30.13,0.236,26.1,0.205,127524168,4.21555E+12,6202.705,48639.444,1.471
Japan,2001,1249.766,9.786,236.629,34.374,0.269,381.113,2.984,0.548,0.004,169.623,1.328,654.633,5.126,-1.16,-14.608,0.295,0.203,1486.395,11.638,0.351,42259.16,1454.536,15450.499,6.161,2668.394,22557.812,121.759,18.93,4.91,4.6,4.21,0.2,3.55,6.31,4.48,3.95,7.63,2.89,0.06,2.12,6,2.87,1153.99,9.036,1251.44,9.799,28.88,0.226,22.83,0.179,127713824,4.23008E+12,6144.049,48107.942,1.452
Japan,2002,1279.12,10.002,218.885,32.417,0.254,398.258,3.114,0.525,0.004,173.419,1.356,665.588,5.204,2.35,29.354,0.302,0.208,1498.005,11.713,0.354,43538.28,1486.953,15848.757,6.686,2841.813,23223.4,130.671,17.11,4.91,4.11,4.21,0.18,3.52,6.42,4.15,3.97,7.49,2.91,0.06,2.17,6.01,2.93,1185.65,9.271,1283.11,10.033,28.07,0.219,22.49,0.176,127893075,4.2325E+12,6153.185,48111.947,1.454
Japan,2003,1287.468,10.054,225.21,31.935,0.249,411.672,3.215,0.506,0.004,178.652,1.395,655.73,5.121,0.65,8.348,0.3,0.21,1512.678,11.812,0.352,44825.748,1518.888,16260.429,7.192,3020.465,23879.13,139.645,17.49,4.7,3.77,4.02,0.18,3.51,6.15,4.09,3.99,7.34,2.94,0.06,2.22,6.01,2.99,1193.4,9.319,1290.88,10.08,27.58,0.215,22.29,0.174,128058368,4.2945E+12,6133.228,47894.004,1.428
Japan,2004,1282.862,10.006,226.683,31.276,0.244,419.646,3.273,0.478,0.004,177.565,1.385,644.611,5.028,-0.36,-4.606,0.292,0.207,1509.544,11.774,0.344,46108.61,1550.164,16680.075,7.669,3198.03,24523.74,148.931,17.67,4.48,3.45,3.85,0.15,3.37,5.85,4.04,4,7.18,2.95,0.07,2.26,6.01,3.04,1185.28,9.245,1282.76,10.006,27.47,0.214,22.56,0.176,128204183,4.38654E+12,6201.064,48368.659,1.414
Japan,2005,1290.371,10.055,234.86,32.28,0.252,430.174,3.352,0.508,0.004,176.001,1.372,641.72,5.001,0.59,7.509,0.29,0.207,1525.231,11.886,0.342,47398.981,1582.444,17110.25,8.177,3374.031,25165.46,158.62,18.2,4.36,3.36,3.72,0.15,3.26,5.78,4.02,4.01,7.01,2.97,0.07,2.3,6,3.08,1186.26,9.244,1283.82,10.004,27.13,0.211,22.13,0.172,128326115,4.45673E+12,6222.551,48490.134,1.396
Japan,2006,1267.362,9.869,233.805,31.991,0.249,427.283,3.327,0.553,0.004,192.654,1.5,604.922,4.71,-1.78,-23.009,0.281,0.204,1501.167,11.689,0.332,48666.343,1614.435,17537.532,8.73,3566.685,25770.382,168.578,18.45,4.14,3.05,3.5,0.17,3.49,5.4,3.95,4.01,6.84,2.98,0.07,2.34,5.99,3.12,1164.29,9.066,1261.9,9.826,26.75,0.208,21.96,0.171,128422740,4.5173E+12,6205.43,48320.332,1.374
Japan,2007,1303.134,10.142,213.969,30.658,0.239,444.764,3.461,0.616,0.005,209.122,1.628,607.541,4.728,2.82,35.772,0.284,0.212,1517.103,11.807,0.331,49969.477,1645.093,17982.296,9.346,3775.807,26377.924,179.011,16.42,4.14,2.73,3.47,0.18,3.67,5.4,4.03,4.02,6.65,2.99,0.07,2.39,5.97,3.17,1200.21,9.341,1297.98,10.101,26.39,0.205,20.94,0.163,128494050,4.58924E+12,6141.795,47798.281,1.338
Japan,2008,1232.314,9.587,254.758,28.553,0.222,426.081,3.315,0.565,0.004,204.485,1.591,562.91,4.379,-5.43,-70.82,0.272,0.204,1487.072,11.569,0.328,51201.791,1673.646,18408.378,9.911,3980.292,26940.834,188.73,20.67,3.84,2.51,3.22,0.16,3.48,5.03,3.75,4.01,6.47,2.99,0.08,2.43,5.95,3.19,1133.32,8.817,1231.18,9.578,25.74,0.2,20.68,0.161,128538644,4.53623E+12,6034.803,46949.326,1.33
Japan,2009,1163.213,9.048,199.937,25.308,0.197,411.06,3.198,0.501,0.004,202.177,1.573,515.912,4.013,-5.61,-69.101,0.271,0.211,1363.15,10.604,0.318,52365.004,1698.954,18819.438,10.412,4182.469,27456.746,196.985,17.19,3.68,2.16,3.15,0.14,3.51,4.69,3.4,4,6.28,3,0.08,2.47,5.92,3.2,1073.57,8.351,1171.57,9.113,25.25,0.196,20.22,0.157,128555196,4.28789E+12,5502.986,42806.407,1.283
Japan,2010,1214.816,9.451,216.777,24.321,0.189,445.734,3.468,0.475,0.004,213.342,1.66,521.744,4.059,4.44,51.603,0.272,0.207,1431.594,11.137,0.321,53579.82,1723.275,19265.172,10.886,4395.81,27978.49,206.186,17.84,3.64,1.95,3.19,0.13,3.44,4.61,3.75,3.99,6.09,3,0.08,2.5,5.89,3.22,1130.13,8.792,1228.24,9.555,24.93,0.194,19.6,0.152,128542349,4.46496E+12,5863.926,45618.632,1.313
Japan,2011,1264.866,9.843,258.92,24.983,0.194,430.265,3.348,0.477,0.004,247.923,1.929,552.341,4.298,4.12,50.05,0.284,0.227,1523.786,11.858,0.342,54844.686,1748.258,19695.437,11.364,4643.733,28530.831,215.063,20.47,3.67,1.86,2.91,0.13,3.89,4.87,3.23,3.99,5.9,3,0.08,2.55,5.87,3.22,1235.29,9.613,1284.77,9.998,23.77,0.185,18.81,0.146,128498966,4.45699E+12,5561.32,43279.1,1.248
Japan,2012,1306.01,10.17,253.769,25.625,0.2,449.801,3.502,0.49,0.004,257.022,2.001,564.169,4.393,3.25,41.144,0.289,0.236,1559.779,12.146,0.345,56150.696,1773.883,20145.238,11.854,4900.755,29095,223.965,19.43,3.73,1.86,3.01,0.13,3.95,4.91,3.23,3.98,5.72,3,0.08,2.6,5.84,3.22,1277.48,9.947,1327.04,10.333,23.43,0.182,18.17,0.141,128423571,4.52368E+12,5524.495,43017.763,1.221
Japan,2013,1315.343,10.251,201.413,26.805,0.209,480.985,3.748,0.438,0.003,256.491,1.999,541.441,4.22,0.71,9.333,0.285,0.24,1516.756,11.821,0.329,57466.038,1800.688,20626.223,12.292,5157.246,29636.441,233.148,15.31,3.73,1.86,3.2,0.12,3.91,4.67,3.13,3.97,5.55,3,0.08,2.64,5.82,3.22,1289,10.046,1338.63,10.432,23.14,0.18,18.74,0.146,128314189,4.61415E+12,5479.758,42705.789,1.188
Japan,2014,1263.729,9.86,184.696,26.557,0.207,472.226,3.684,0.449,0.004,258.548,2.017,496.795,3.876,-3.92,-51.614,0.273,0.237,1448.425,11.301,0.313,58729.767,1827.246,21098.448,12.741,5415.795,30133.236,242.301,14.62,3.56,1.78,3.14,0.12,3.88,4.27,3.01,3.96,5.38,3.01,0.08,2.68,5.78,3.21,1251.32,9.763,1300.99,10.151,22.6,0.176,18.81,0.147,128168630,4.62962E+12,5338.224,41650.007,1.153
Japan,2015,1223.396,9.559,161.039,25.936,0.203,465.629,3.638,0.425,0.003,246.429,1.925,476.372,3.722,-3.19,-40.332,0.261,0.233,1384.436,10.817,0.296,59953.164,1853.182,21564.077,13.166,5662.223,30609.607,250.908,13.16,3.45,1.8,3.16,0.11,3.63,4.01,2.85,3.95,5.24,3.01,0.08,2.71,5.74,3.2,1215.33,9.496,1265.07,9.885,21.9,0.171,18.23,0.142,127985139,4.68543E+12,5256.894,41074.252,1.122
Japan,2016,1203.718,9.422,161.046,25.969,0.203,456.358,3.572,0.457,0.004,251.596,1.969,460.901,3.608,-1.61,-19.679,0.254,0.232,1364.764,10.682,0.288,61156.881,1879.151,22020.435,13.623,5913.819,31070.509,259.343,13.38,3.4,1.76,3.18,0.12,3.61,3.85,2.82,3.94,5.1,3.01,0.08,2.74,5.7,3.18,1225.67,9.593,1257.73,9.844,21.45,0.168,18.11,0.142,127763267,4.73222E+12,5194.842,40659.904,1.098
Japan,2017,1188.123,9.318,159.952,26.429,0.207,458.309,3.594,0.436,0.003,245.717,1.927,448.76,3.52,-1.3,-15.595,0.245,0.226,1348.075,10.573,0.278,62345.004,1905.58,22478.744,14.059,6159.536,31519.269,267.815,13.46,3.31,1.76,3.17,0.1,3.45,3.7,2.82,3.93,4.97,3.02,0.09,2.76,5.66,3.17,1203.32,9.438,1235.37,9.689,21.23,0.167,18.09,0.142,127502728,4.84402E+12,5252.755,41197.195,1.084
Japan,2018,1143.458,8.989,176.9,26.183,0.206,441.8,3.473,0.414,0.003,233.969,1.839,432.718,3.402,-3.76,-44.665,0.235,0.219,1320.358,10.38,0.271,63488.462,1931.763,22920.545,14.473,6393.505,31951.987,276.19,15.47,3.12,1.67,3,0.1,3.14,3.55,2.78,3.91,4.84,3.02,0.09,2.78,5.61,3.16,1154.72,9.078,1186.77,9.33,21.12,0.166,18.02,0.142,127202190,4.86701E+12,5223.433,41064.023,1.073
Kazakhstan,2000,149.054,9.988,-37.927,0.002,0,91.736,6.147,16.086,1.078,14.542,0.974,25.427,1.704,19.26,24.068,1.044,0.405,111.127,7.447,0.778,9076.864,83.74,6395.029,198.922,488.51,1894.731,15.932,-25.45,0.59,0,1.02,5.97,0.31,0.25,0.59,0.87,0.46,1.22,1.88,0.4,0.52,0.4,147.35,9.874,148.04,9.92,26.74,1.792,6.58,0.441,14922724,1.42758E+11,368.398,24687.031,2.581
Kazakhstan,2001,143.585,9.63,-25.751,0.158,0.011,89.401,5.996,15.919,1.068,11.562,0.775,24.955,1.674,-3.67,-5.469,0.882,0.346,117.834,7.903,0.723,9220.449,83.898,6484.43,214.841,500.072,1919.687,17.521,-17.93,0.56,0.02,0.99,5.86,0.24,0.24,0.75,0.86,0.44,1.21,1.98,0.4,0.51,0.41,147.08,9.864,148.59,9.966,29.17,1.956,7.33,0.492,14910207,1.62896E+11,414.753,27816.706,2.546
Kazakhstan,2002,161.037,10.753,-34.879,0.027,0.002,92.314,6.164,15.538,1.038,14.307,0.955,36.546,2.44,12.15,17.452,0.896,0.381,126.158,8.424,0.702,9381.486,83.925,6576.745,230.379,514.379,1956.233,19.826,-21.66,0.62,0,0.98,5.42,0.29,0.35,1.07,0.86,0.42,1.21,2.07,0.39,0.51,0.45,164.14,10.96,165.64,11.06,32.27,2.155,11.75,0.785,14976184,1.79807E+11,422.371,28202.851,2.349
Kazakhstan,2003,178.962,11.852,-43.376,0.001,0,103.347,6.844,16.083,1.065,16.175,1.071,40.413,2.676,11.13,17.925,0.906,0.386,135.586,8.979,0.686,9560.448,83.925,6680.092,246.462,530.554,1996.645,22.769,-24.24,0.65,0,1.01,5.58,0.32,0.38,1.34,0.85,0.41,1.21,2.16,0.39,0.5,0.49,175.32,11.611,176.83,11.711,31.79,2.105,8.55,0.566,15100045,1.97584E+11,463.175,30673.74,2.344
Kazakhstan,2004,188.547,12.364,-48.845,0.346,0.023,109.963,7.211,16.271,1.067,17.446,1.144,42.146,2.764,5.36,9.585,0.866,0.385,139.702,9.161,0.642,9748.995,84.271,6790.054,262.733,548.001,2038.792,25.144,-25.91,0.66,0.04,1.01,5.23,0.33,0.38,1.03,0.85,0.39,1.2,2.24,0.39,0.5,0.51,192.35,12.613,193.87,12.713,33.84,2.219,9.55,0.626,15250016,2.17713E+11,490.055,32134.721,2.251
Kazakhstan,2005,201.8,13.102,-46.885,0.355,0.023,110.079,7.147,16.339,1.061,18.73,1.216,52.772,3.426,7.03,13.253,0.84,0.396,154.914,10.058,0.645,9950.795,84.626,6900.134,279.072,566.731,2091.563,28.668,-23.23,0.68,0.04,0.95,4.92,0.35,0.48,1.46,0.84,0.38,1.2,2.31,0.39,0.5,0.56,204.78,13.295,206.3,13.394,33.63,2.183,9.92,0.644,15402803,2.40092E+11,509.606,33085.268,2.123
Kazakhstan,2006,221.13,14.219,-37.581,0.476,0.031,115.468,7.425,16.313,1.049,28.128,1.809,56.356,3.624,9.58,19.33,0.828,0.403,183.55,11.803,0.687,10171.925,85.102,7015.602,295.385,594.859,2147.919,33.059,-16.99,0.72,0.05,0.94,4.89,0.51,0.5,1.74,0.84,0.36,1.19,2.38,0.39,0.5,0.61,226.14,14.542,227.66,14.639,36.15,2.325,10.85,0.698,15551263,2.67206E+11,548.714,35284.201,2.054
Kazakhstan,2007,227.55,14.492,-35.886,0.597,0.038,126.145,8.034,16.411,1.045,24.135,1.537,56.49,3.598,2.9,6.42,0.778,0.374,191.664,12.206,0.655,10399.475,85.699,7141.747,311.796,618.994,2204.409,36.831,-15.77,0.72,0.05,0.98,4.71,0.42,0.5,1.46,0.84,0.35,1.19,2.44,0.39,0.5,0.65,234.21,14.916,235.72,15.012,36.08,2.298,9.94,0.633,15702112,2.92534E+11,607.699,38701.712,2.077
Kazakhstan,2008,228.67,14.416,-47.553,0.984,0.062,122.551,7.726,16.859,1.063,30.45,1.92,53.849,3.395,0.49,1.121,0.753,0.356,181.117,11.418,0.596,10628.145,86.683,7264.298,328.654,649.444,2258.259,40.807,-20.8,0.71,0.09,0.93,4.65,0.52,0.48,1.53,0.83,0.34,1.18,2.5,0.4,0.5,0.69,280.62,17.691,282.13,17.786,39.2,2.471,10.09,0.636,15862126,3.03796E+11,641.987,40472.969,2.113
Kazakhstan,2009,223.11,13.907,-55.1,0.933,0.058,132.119,8.235,16.06,1.001,30.456,1.898,40.541,2.527,-2.43,-5.56,0.722,0.386,168.01,10.472,0.544,10851.255,87.616,7396.417,344.714,679.9,2298.8,43.808,-24.7,0.71,0.08,1.01,4.37,0.53,0.37,1.24,0.83,0.32,1.18,2.56,0.4,0.5,0.71,249.71,15.565,251.22,15.659,36.56,2.279,9.53,0.594,16043015,3.09091E+11,578.128,36036.107,1.87
Kazakhstan,2010,249.067,15.325,-91.569,1.025,0.063,141.411,8.701,16.311,1.004,34.727,2.137,52.724,3.244,11.63,25.957,0.747,0.401,157.498,9.691,0.472,11100.322,88.641,7537.828,361.025,714.628,2351.524,46.676,-36.76,0.75,0.08,1.01,4.44,0.56,0.47,1.17,0.83,0.31,1.17,2.61,0.41,0.49,0.73,275.78,16.969,277.3,17.062,41.49,2.553,11,0.677,16252273,3.33427E+11,620.953,38207.164,1.862
Kazakhstan,2011,239.66,14.533,-91.612,1.066,0.065,139.157,8.438,16.323,0.99,39.194,2.377,40.957,2.484,-3.78,-9.407,0.665,0.341,148.048,8.978,0.411,11339.982,89.707,7676.986,377.348,753.821,2392.481,49.638,-38.23,0.7,0.08,0.94,4.61,0.61,0.36,1.08,0.82,0.3,1.17,2.66,0.41,0.49,0.74,284.28,17.239,294.13,17.836,40.78,2.473,9.85,0.597,16490669,3.60339E+11,703.434,42656.508,1.952
Kazakhstan,2012,245.836,14.676,-70.035,2.321,0.139,149.986,8.954,16.373,0.977,34.557,2.063,40.547,2.42,2.58,6.176,0.65,0.333,175.801,10.495,0.465,11585.818,92.029,7826.972,393.721,788.379,2433.028,51.69,-28.49,0.7,0.17,1,4.49,0.53,0.35,0.74,0.82,0.3,1.17,2.7,0.42,0.49,0.74,284.28,16.97,294.14,17.559,41.64,2.486,9.71,0.58,16751523,3.78348E+11,738.683,44096.481,1.952
Kazakhstan,2013,253.729,14.902,-58.432,3.031,0.178,148.153,8.702,16.345,0.96,31.295,1.838,50.826,2.985,3.21,7.892,0.633,0.342,195.297,11.47,0.487,11839.547,95.059,7975.126,410.067,819.674,2483.854,55.768,-23.03,0.72,0.21,0.98,4.42,0.48,0.44,1.39,0.82,0.29,1.16,2.74,0.42,0.49,0.77,297.58,17.478,307.44,18.057,41,2.408,8.79,0.516,17026118,4.01054E+11,742.877,43631.628,1.852
