country,year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
Afghanistan,2000,0.758,0.036,,0.01,0,0.004,0,0.022,0.001,0.224,0.011,0.498,0.024,-6.4,-0.052,0.067,0.128,,,,71.68,1.969,11.851,5.934,13.898,38.028,,,0,0,0,0.01,0,0,,0.01,0.01,0,0.06,0.01,0.01,,12.69,0.611,15.08,0.726,10.59,0.51,3.62,0.174,20779957,11283792896,5.914,284.582,0.524
Afghanistan,2001,0.798,0.037,,0.007,0,0.07,0.003,0.022,0.001,0.209,0.01,0.491,0.023,5.32,0.04,0.072,0.171,,,,72.478,1.975,11.92,5.956,14.107,38.519,,,0,0,0,0.01,0,0,,0.01,0.01,0,0.05,0.01,0.01,,13.61,0.63,13.49,0.624,9.36,0.433,3.22,0.149,21606992,11021273088,4.664,215.86,0.423
Afghanistan,2002,1.052,0.046,,0.011,0,0.055,0.002,,,0.546,0.024,0.44,0.02,31.79,0.254,0.056,0.238,,,,73.529,1.986,11.975,,14.653,38.958,,,0,0,0,,0.01,0,,0.01,0.01,0,,0.01,0.01,,16.21,0.717,16.09,0.712,11.19,0.495,3.7,0.164,22600774,18804871168,4.428,195.93,0.235
Afghanistan,2003,1.186,0.05,,0.01,0,0.092,0.004,,,0.465,0.02,0.619,0.026,12.77,0.134,0.056,0.228,,,,74.715,1.996,12.067,,15.118,39.577,,,0,0,0,,0.01,0.01,,0.01,0.01,0,,0.01,0.01,,16.9,0.714,16.78,0.709,11.48,0.485,3.84,0.162,23680871,21074343936,5.208,219.91,0.247
Afghanistan,2004,0.889,0.036,,0.01,0,0.092,0.004,,,0.227,0.009,0.561,0.023,-25.02,-0.297,0.04,0.185,,,,75.604,2.006,12.159,,15.346,40.138,,,0,0,0,,0,0.01,,0.01,0.01,0,,0.01,0.01,,16.64,0.673,16.52,0.668,11.46,0.463,3.81,0.154,24726689,22332571648,4.81,194.542,0.215
Afghanistan,2005,1.303,0.051,,0.006,0,0.106,0.004,,,0.33,0.013,0.861,0.034,46.57,0.414,0.051,0.212,,,,76.908,2.012,12.265,,15.675,40.999,,,0,0,0,,0.01,0.01,,0.01,0.01,0,,0.01,0.01,,17.52,0.683,17.4,0.678,11.67,0.455,3.97,0.155,25654274,25397688320,6.153,239.855,0.242
Afghanistan,2006,1.635,0.062,,0.012,0,0.161,0.006,,,0.329,0.012,1.133,0.043,25.48,0.332,0.057,0.211,,,,78.543,2.024,12.426,,16.004,42.132,,,0.01,0,0,,0.01,0.01,,0.01,0.01,0,,0.01,0.01,,21.16,0.801,21.04,0.796,14.89,0.563,4.06,0.154,26433058,28704401408,7.745,293.018,0.27
Afghanistan,2007,2.269,0.084,,0.012,0,0.749,0.028,,,0.308,0.011,1.2,0.044,38.72,0.633,0.066,0.226,,,,80.812,2.036,13.174,,16.313,43.332,,,0.01,0,0.01,,0.01,0.01,,0.01,0.01,0,,0.01,0.01,,25,0.922,24.88,0.918,18.1,0.668,4.25,0.157,27100542,34507530240,10.039,370.438,0.291
Afghanistan,2008,4.2,0.152,,0.015,0,1.077,0.039,,,0.297,0.011,2.81,0.101,85.12,1.931,0.115,0.245,,,,85.011,2.051,14.252,,16.609,46.143,,,0.01,0,0.01,,0.01,0.03,,0.01,0.01,0,,0.01,0.01,,31.66,1.142,31.54,1.138,22.17,0.8,4.79,0.173,27722281,36561043456,17.152,618.723,0.469
Afghanistan,2009,6.74,0.237,,0.013,0,1.513,0.053,,,0.271,0.01,4.943,0.174,60.49,2.54,0.152,0.241,,,,91.751,2.064,15.765,,16.881,51.085,,,0.02,0,0.01,,0,0.04,,0.01,0.01,0,,0.01,0.01,,37.08,1.306,36.96,1.302,25.43,0.896,5.32,0.187,28394806,44358721536,27.944,984.123,0.63
Afghanistan,2010,8.398,0.288,,0.015,0,2.246,0.077,,,0.271,0.009,5.866,0.201,24.6,1.658,0.177,0.242,,,,100.149,2.079,18.011,,17.152,56.952,,,0.03,0,0.02,,0,0.05,,0.01,0.01,0,,0.01,0.01,,45.03,1.543,44.91,1.539,30.01,1.028,5.99,0.205,29185511,47399424000,34.74,1190.324,0.733
Afghanistan,2011,12.106,0.402,,0.015,0,4.181,0.139,,,0.308,0.01,7.603,0.252,44.15,3.708,0.227,0.256,,,,112.255,2.093,22.192,,17.459,64.554,,,0.04,0,0.03,,0,0.07,,0.01,0.01,0,,0.01,0.01,,58.41,1.939,58.65,1.947,39.48,1.311,6.61,0.219,30117411,53326336000,47.199,1567.178,0.885
Afghanistan,2012,10.219,0.328,,0.029,0.001,3.125,0.1,,,0.308,0.01,6.756,0.217,-15.59,-1.887,0.173,0.236,,,,122.473,2.122,25.317,,17.767,71.311,,,0.03,0,0.02,,0,0.06,,0.01,0.01,0,,0.01,0.01,,66.5,2.134,66.75,2.142,48.78,1.565,7.16,0.23,31161378,59166900224,43.26,1388.242,0.731
Afghanistan,2013,8.441,0.262,,0.036,0.001,3.327,0.103,,,0.297,0.009,4.782,0.148,-17.4,-1.778,0.134,0.231,,,,130.914,2.158,28.644,,18.064,76.092,,,0.02,0,0.02,,0,0.04,,0.01,0.01,0,,0.01,0.01,,74.55,2.31,74.8,2.318,58.13,1.801,7.72,0.239,32269592,62993698816,36.489,1130.743,0.579
Afghanistan,2014,7.774,0.233,,0.029,0.001,3.704,0.111,,,0.271,0.008,3.77,0.113,-7.9,-0.666,0.121,0.232,,,,138.688,2.186,32.348,,18.335,79.863,,,0.02,0,0.02,,0,0.03,,0.01,0.01,0,,0.01,0.02,,84.37,2.528,84.62,2.536,67.77,2.031,8.55,0.256,33370803,64346107904,33.502,1003.933,0.521
Afghanistan,2015,7.904,0.23,,0.041,0.001,2.843,0.083,,,0.282,0.008,4.738,0.138,1.67,0.13,0.126,0.214,,,,146.593,2.228,35.191,,18.617,84.6,,,0.02,0,0.02,,0,0.04,,0.01,0.01,0,,0.01,0.02,,93.48,2.716,93.73,2.724,76.59,2.226,8.59,0.25,34413603,62783393792,37.012,1075.505,0.59
Afghanistan,2016,6.745,0.191,,0.076,0.002,2.878,0.081,,,0.319,0.009,3.472,0.098,-14.67,-1.16,0.105,0.196,,,,153.337,2.304,38.07,,18.936,88.072,,,0.02,0.01,0.02,,0,0.03,,0.01,0.01,0.01,,0.01,0.02,,95.53,2.7,95.37,2.695,78.15,2.209,9.12,0.258,35383028,64297426944,34.458,973.857,0.536
Afghanistan,2017,6.86,0.189,,0.045,0.001,3.448,0.095,,,0.3,0.008,3.067,0.084,1.71,0.115,0.1,0.187,,,,160.197,2.349,41.518,,19.236,91.138,,,0.02,0,0.02,,0,0.03,,0.01,0.01,0.01,,0.01,0.02,,97.45,2.685,97.3,2.681,79.61,2.193,9.45,0.26,36296111,68752801792,36.617,1008.832,0.533
Afghanistan,2018,8.345,0.224,,0.057,0.002,3.849,0.104,,,0.293,0.008,4.146,0.112,21.65,1.485,0.124,0.199,,,,168.542,2.405,45.366,,19.53,95.284,,,0.02,0,0.03,,0,0.03,,0.01,0.01,0.01,,0.01,0.02,,99.08,2.665,98.92,2.661,81.51,2.193,8.96,0.241,37171922,67594969088,41.989,1129.595,0.621
Albania,2000,3.004,0.96,0.801,0.073,0.023,0.07,0.022,,,0.022,0.007,2.84,0.908,0.99,0.029,0.198,0.105,3.805,1.216,0.25,196.684,9.31,60.235,,15.367,111.771,,26.66,0.01,0.01,0,,0,0.03,,0.02,0.05,0.01,,0.01,0.03,,8.48,2.71,8.22,2.627,3.79,1.211,1.21,0.387,3129246,15214264320,28.732,9181.737,1.888
Albania,2001,3.221,1.029,0.862,,,0.081,0.026,,,0.015,0.005,3.125,0.999,7.2,0.216,0.194,0.118,4.083,1.305,0.246,199.904,,60.316,,15.382,114.896,,26.77,0.01,,0,,0,0.03,,0.02,,0.01,,0.01,0.03,,7.08,2.262,8.19,2.617,3.69,1.179,1.15,0.367,3129701,16563844096,27.233,8701.516,1.644
Albania,2002,3.748,1.199,1.308,,,0.084,0.027,,,0.026,0.008,3.638,1.164,16.38,0.528,0.215,0.127,5.056,1.617,0.29,203.652,,60.4,,15.407,118.535,,34.9,0.01,,0,,0,0.04,,0.02,,0.01,,0.01,0.03,,7.7,2.463,8.82,2.821,3.64,1.164,1.29,0.413,3126183,17408065536,29.497,9435.613,1.694
Albania,2003,4.232,1.357,1.185,0.231,0.074,0.084,0.027,,,0.026,0.008,3.891,1.248,12.9,0.484,0.229,0.127,5.417,1.737,0.293,207.884,9.541,60.484,,15.433,122.426,,28.01,0.02,0.03,0,,0,0.04,,0.02,0.05,0.01,,0.01,0.03,,8.13,2.607,9.25,2.967,3.68,1.18,1.31,0.42,3118017,18465497088,33.27,10670.284,1.802
Albania,2004,4.104,1.322,1.127,0.227,0.073,0.084,0.027,,,0.033,0.011,3.759,1.211,-3.03,-0.128,0.21,0.116,5.23,1.684,0.267,211.988,9.768,60.568,,15.466,126.185,,27.45,0.01,0.03,0,,0,0.03,,0.02,0.05,0.01,,0.01,0.03,,8.19,2.638,9.31,2.998,3.59,1.156,1.27,0.409,3104893,19587880960,35.487,11429.23,1.812
Albania,2005,4.199,1.36,1.523,0.194,0.063,0.073,0.024,,,0.022,0.007,3.91,1.267,2.32,0.095,0.202,0.12,5.722,1.854,0.275,216.187,9.963,60.642,,15.488,130.095,,36.28,0.01,0.02,0,,0,0.04,,0.02,0.04,0.01,,0.01,0.03,,7.98,2.585,9.1,2.948,3.58,1.16,1.28,0.415,3086810,20781076480,35.014,11342.989,1.685
Albania,2006,3.844,1.255,1.574,0.209,0.068,0.073,0.024,,,0.022,0.007,3.54,1.156,-8.46,-0.355,0.174,0.117,5.418,1.769,0.245,220.031,10.171,60.715,,15.51,133.634,,40.96,0.01,0.02,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,7.88,2.573,9,2.938,3.53,1.152,1.22,0.398,3063021,22124285952,32.967,10763.036,1.49
Albania,2007,3.829,1.262,1.578,0.348,0.115,0.073,0.024,,,0.033,0.011,3.375,1.112,-0.38,-0.015,0.162,0.135,5.406,1.782,0.229,223.859,10.519,60.788,,15.543,137.009,,41.2,0.01,0.03,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,7.94,2.617,9.05,2.983,3.4,1.121,1.22,0.402,3033993,23574646784,28.377,9352.9,1.204
Albania,2008,4.272,1.423,1.801,0.359,0.12,0.103,0.034,,,0.015,0.005,3.796,1.264,11.58,0.443,0.168,0.138,6.073,2.022,0.238,228.132,10.878,60.891,,15.558,140.805,,42.15,0.01,0.03,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,7.67,2.554,8.79,2.927,3.23,1.076,1.14,0.38,3002683,25476937728,30.991,10321.023,1.216
Albania,2009,4.254,1.431,1.943,0.432,0.145,0.388,0.131,,,0.018,0.006,3.415,1.149,-0.43,-0.018,0.161,0.126,6.197,2.084,0.234,232.386,11.31,61.279,,15.576,144.22,,45.67,0.01,0.04,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,7.73,2.6,8.85,2.977,3.11,1.046,1.14,0.383,2973044,26471389184,33.773,11359.718,1.276
Albania,2010,4.448,1.509,1.634,0.502,0.17,0.429,0.145,,,0.026,0.009,3.492,1.184,4.57,0.194,0.161,0.123,6.082,2.063,0.22,236.834,11.812,61.708,,15.602,147.712,,36.74,0.01,0.04,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,8.01,2.717,9.13,3.097,3.12,1.058,1.13,0.383,2948029,27598268416,36.061,12232.12,1.307
Albania,2011,5.031,1.718,1.282,0.692,0.236,0.535,0.183,,,0.029,0.01,3.774,1.289,13.1,0.583,0.177,0.16,6.313,2.156,0.222,241.864,12.505,62.243,,15.631,151.486,,25.48,0.01,0.05,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,8.79,3.001,9.63,3.288,3.12,1.065,1.17,0.4,2928601,28452651008,31.486,10751.088,1.107
Albania,2012,4.668,1.602,1.323,0.857,0.294,0.627,0.215,,,0.029,0.01,3.155,1.083,-7.21,-0.363,0.162,0.152,5.991,2.056,0.208,246.532,13.362,62.869,,15.66,154.641,,28.35,0.01,0.06,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,8.4,2.883,9.24,3.171,3.18,1.091,1.18,0.405,2914091,28855377920,30.81,10572.75,1.068
Albania,2013,4.928,1.697,1.065,0.769,0.265,0.795,0.274,,,0.033,0.011,3.331,1.147,5.57,0.26,0.169,0.128,5.993,2.064,0.206,251.46,14.132,63.664,,15.693,157.971,,21.62,0.01,0.05,0.01,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,8.6,2.962,9.44,3.251,3.19,1.099,1.15,0.396,2903788,29142642688,38.665,13315.433,1.327
Albania,2014,5.621,1.941,0.881,0.677,0.234,1.029,0.355,,,0.059,0.02,3.856,1.331,14.05,0.692,0.189,0.165,6.501,2.245,0.219,257.081,14.809,64.693,,15.752,161.827,,15.67,0.02,0.05,0.01,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,9.08,3.135,9.93,3.429,3.23,1.115,1.17,0.404,2896307,29675640832,34.06,11759.687,1.148
Albania,2015,4.496,1.555,1.146,0.773,0.268,0.322,0.112,,,0.062,0.022,3.338,1.155,-20.01,-1.125,0.148,0.132,5.642,1.952,0.185,261.577,15.582,65.016,,15.814,165.165,,25.49,0.01,0.05,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,9.01,3.117,9.85,3.408,3.25,1.124,1.21,0.419,2890524,30444531712,34.083,11791.417,1.12
Albania,2016,4.492,1.556,1.01,0.78,0.27,0.191,0.066,,,0.161,0.056,3.36,1.164,-0.08,-0.004,0.143,0.118,5.502,1.906,0.175,266.069,16.363,65.206,,15.975,168.525,,22.48,0.01,0.05,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,9.49,3.288,9.72,3.367,3.25,1.126,1.25,0.433,2886427,31481821184,37.984,13159.583,1.207
Albania,2017,5.302,1.838,0.857,0.78,0.27,0.275,0.095,,,0.168,0.058,4.079,1.414,18.03,0.81,0.162,0.144,6.159,2.135,0.188,271.37,17.142,65.481,,16.144,172.603,,16.16,0.01,0.05,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,10.06,3.488,10.29,3.568,3.21,1.113,1.21,0.42,2884169,32678760448,36.737,12737.591,1.124
Albania,2018,4.734,1.642,1.072,0.78,0.271,0.473,0.164,,,0.15,0.052,3.331,1.155,-10.71,-0.568,0.139,0.114,5.806,2.014,0.171,276.104,17.923,65.953,,16.294,175.934,,22.65,0.01,0.05,0,,0,0.03,,0.02,0.04,0.01,,0.01,0.03,,9.84,3.413,10.08,3.497,3.16,1.096,1.1,0.382,2882735,34009112576,41.67,14455.135,1.225
Algeria,2000,82.221,2.649,,3.789,0.122,1.96,0.063,11.109,0.358,38.534,1.241,26.828,0.864,-10.31,-9.447,0.394,0.274,,,,2113.382,78.05,84.958,441.168,800.874,708.332,,,0.33,0.53,0.02,4.12,0.81,0.26,,0.2,0.43,0.02,4.17,0.66,0.19,,127.36,4.103,126.38,4.071,40.16,1.294,7.56,0.244,31042238,2.08554E+11,299.936,9662.189,1.438
Algeria,2001,83.78,2.664,,3.766,0.12,2.096,0.067,8.431,0.268,41.029,1.304,28.458,0.905,1.9,1.559,0.375,0.27,,,,2197.163,81.816,87.054,449.598,841.904,736.79,,,0.33,0.5,0.02,3.1,0.86,0.27,,0.21,0.43,0.02,4.14,0.67,0.2,,122.31,3.889,124.71,3.965,41.65,1.324,7.57,0.241,31451513,2.2342E+11,310.801,9881.899,1.391
Algeria,2002,89.407,2.807,,4.058,0.127,2.609,0.082,8.592,0.27,44.653,1.402,29.495,0.926,6.72,5.627,0.364,0.278,,,,2286.569,85.874,89.663,458.191,886.557,766.286,,,0.34,0.51,0.03,2.99,0.91,0.28,,0.21,0.43,0.02,4.11,0.68,0.2,,129.57,4.067,131.94,4.142,43.18,1.356,7.39,0.232,31855110,2.45361E+11,321.94,10106.399,1.312
Algeria,2003,91.048,2.822,,4.032,0.125,2.788,0.086,8.259,0.256,44.027,1.365,31.943,0.99,1.84,1.641,0.333,0.27,,,,2377.618,89.906,92.451,466.449,930.583,798.228,,,0.33,0.48,0.03,2.86,0.86,0.3,,0.21,0.43,0.02,4.08,0.68,0.2,,135.37,4.196,137.71,4.268,45.03,1.396,7.65,0.237,32264159,2.73569E+11,336.876,10441.169,1.231
Algeria,2004,87.853,2.687,,4.897,0.15,1.924,0.059,7.006,0.214,41.209,1.26,32.818,1.004,-3.51,-3.195,0.296,0.251,,,,2465.471,94.802,94.375,473.455,971.792,831.047,,,0.31,0.54,0.02,2.25,0.78,0.3,,0.21,0.44,0.02,4.03,0.69,0.2,,139.19,4.258,141.58,4.331,46.9,1.435,8.29,0.254,32692153,2.96774E+11,349.734,10697.796,1.178
Algeria,2005,106.473,3.212,,5.662,0.171,2.363,0.071,6.185,0.187,61.211,1.846,31.052,0.937,21.19,18.619,0.326,0.291,,,,2571.944,100.464,96.738,479.64,1033.003,862.099,,,0.36,0.59,0.02,1.86,1.13,0.28,,0.22,0.45,0.02,3.97,0.7,0.21,,144.67,4.364,147.03,4.435,48.63,1.467,7.68,0.232,33149720,3.26854E+11,366.175,11046.102,1.12
Algeria,2006,100.203,2.979,,6.54,0.194,2.7,0.08,6.423,0.191,49.306,1.466,35.233,1.047,-5.89,-6.27,0.29,0.264,,,,2672.147,107.004,99.438,486.063,1082.31,897.332,,,0.33,0.62,0.02,1.93,0.89,0.31,,0.22,0.45,0.02,3.92,0.71,0.21,,150.18,4.464,152.53,4.534,48.54,1.443,8.04,0.239,33641007,3.45705E+11,379.183,11271.437,1.097
Algeria,2007,108.402,3.173,,7.001,0.205,3.012,0.088,8.991,0.263,51.076,1.495,38.322,1.122,8.18,8.199,0.292,0.271,,,,2780.549,114.005,102.45,495.054,1133.386,935.654,,,0.34,0.62,0.02,2.58,0.9,0.34,,0.22,0.46,0.02,3.88,0.72,0.21,,157.43,4.608,159.65,4.673,48.47,1.419,8.11,0.237,34166976,3.71665E+11,399.601,11695.534,1.075
Algeria,2008,109.032,3.139,,7.583,0.218,3.008,0.087,9.527,0.274,51.551,1.484,37.363,1.076,0.58,0.63,0.276,0.257,,,,2889.581,121.588,105.458,504.581,1184.936,973.017,,,0.34,0.67,0.02,2.63,0.88,0.33,,0.23,0.47,0.02,3.84,0.72,0.21,,160.67,4.626,162.97,4.692,48.12,1.386,7.75,0.223,34730604,3.95659E+11,423.509,12194.108,1.07
Algeria,2009,120.185,3.401,,8.22,0.233,1.594,0.045,10.585,0.3,54.894,1.554,44.891,1.27,10.23,11.153,0.287,0.268,,,,3009.766,129.808,107.052,515.166,1239.83,1017.908,,,0.38,0.7,0.01,2.88,0.95,0.41,,0.23,0.48,0.02,3.82,0.73,0.22,,170.49,4.825,172.87,4.892,48.16,1.363,8.28,0.234,35333882,4.18248E+11,448.801,12701.73,1.073
Algeria,2010,117.813,3.275,,8.252,0.229,1.216,0.034,9.611,0.267,53.368,1.483,45.365,1.261,-1.97,-2.372,0.261,0.268,,,,3127.579,138.061,108.269,524.777,1293.198,1063.274,,,0.35,0.66,0.01,2.62,0.86,0.4,,0.23,0.49,0.02,3.79,0.74,0.22,,171.63,4.77,174.02,4.837,48.21,1.34,8.51,0.237,35977451,4.50706E+11,438.964,12201.095,0.974
Algeria,2011,119.808,3.268,,8.187,0.223,1.048,0.029,6.932,0.189,56.721,1.547,46.92,1.28,1.69,1.995,0.248,0.258,,,,3247.386,146.248,109.317,531.709,1349.919,1110.194,,,0.35,0.61,0.01,1.96,0.89,0.41,,0.24,0.49,0.02,3.74,0.74,0.23,,179.41,4.894,179.95,4.908,48.42,1.321,9.16,0.25,36661438,4.82035E+11,464.422,12667.863,0.963
Algeria,2012,128.111,3.427,,7.697,0.206,1.037,0.028,6.723,0.18,64.114,1.715,48.539,1.298,6.93,8.303,0.257,0.252,,,,3375.497,153.945,110.353,538.432,1414.033,1158.733,,,0.37,0.56,0.01,1.84,0.99,0.42,,0.24,0.5,0.02,3.69,0.75,0.23,,189.38,5.066,189.82,5.078,48.77,1.305,10.12,0.271,37383899,4.97923E+11,507.603,13578.112,1.019
Algeria,2013,132.435,3.472,,7.298,0.191,0.725,0.019,7.042,0.185,65.45,1.716,51.919,1.361,3.38,4.324,0.259,0.247,,,,3507.932,161.243,111.079,545.475,1479.483,1210.652,,,0.38,0.51,0,1.9,1,0.45,,0.24,0.5,0.02,3.65,0.76,0.24,,193.39,5.071,194,5.087,48.88,1.282,10.59,0.278,38140135,5.11888E+11,536.956,14078.496,1.049
Algeria,2014,142.529,3.662,,7.668,0.197,0.546,0.014,7.595,0.195,73.833,1.897,52.886,1.359,7.62,10.094,0.268,0.243,,,,3650.46,168.911,111.625,553.07,1553.317,1263.538,,,0.4,0.51,0,1.99,1.11,0.45,,0.25,0.5,0.02,3.61,0.77,0.24,,203.53,5.229,204.13,5.244,49.25,1.265,11.33,0.291,38923688,5.31308E+11,585.572,15044.093,1.102
Algeria,2015,149.683,3.768,,8.062,0.203,0.502,0.013,6.76,0.17,78.769,1.983,55.59,1.399,5.02,7.154,0.271,0.242,,,,3800.143,176.973,112.127,559.83,1632.085,1319.128,,,0.42,0.56,0,1.82,1.16,0.47,,0.25,0.5,0.02,3.57,0.78,0.25,,211.46,5.323,212.08,5.338,49.31,1.241,11.87,0.299,39728020,5.51519E+11,617.482,15542.73,1.12
Algeria,2016,148.929,3.673,,9.356,0.231,,,6.269,0.155,78.677,1.94,54.627,1.347,-0.5,-0.754,0.259,0.241,,,,3949.072,186.329,,566.099,1710.762,1373.755,,,0.42,0.63,,1.62,1.13,0.46,,0.25,0.51,,3.52,0.79,0.25,,210.03,5.179,209.79,5.173,49.42,1.219,11.91,0.294,40551398,5.74696E+11,616.941,15213.811,1.074
Algeria,2017,154.936,3.743,,10.71,0.259,0.795,0.019,5.771,0.139,82.352,1.99,55.308,1.336,4.03,6.007,0.266,0.248,,,,4104.008,197.038,112.922,571.87,1793.115,1429.063,,,0.43,0.71,0.01,1.36,1.16,0.46,,0.26,0.51,0.02,3.46,0.8,0.26,,212.33,5.13,211.85,5.118,49.6,1.198,12.07,0.292,41389174,5.82167E+11,623.701,15069.188,1.071
Algeria,2018,161.487,3.824,,10.749,0.255,1.33,0.032,5.598,0.133,88.887,2.105,54.922,1.301,4.23,6.551,0.274,0.241,,,,4265.494,207.788,114.252,577.469,1882.001,1483.985,,,0.44,0.69,0.01,1.36,1.19,0.45,,0.26,0.52,0.02,3.41,0.82,0.26,,219.11,5.189,218.91,5.184,49.55,1.173,12.11,0.287,42228415,5.90318E+11,671.055,15891.068,1.137
Andorra,2000,0.524,8.013,,,,,,,,,,0.524,8.013,2.14,0.011,,,,,,4.91,,,,,4.91,,,0,,,,,0.01,,0,,,,,0,,0.59,9.023,0.59,9.023,0.03,0.459,0,0,65390,,,,
Andorra,2001,0.524,7.78,,,,,,,,,,0.524,7.78,0,0,,,,,,5.434,,,,,5.434,,,0,,,,,0.01,,0,,,,,0,,0.59,8.761,0.59,8.761,0.03,0.445,0,0,67344,,,,
Andorra,2002,0.531,7.584,,,,,,,,,,0.531,7.584,1.4,0.007,,,,,,5.965,,,,,5.965,,,0,,,,,0.01,,0,,,,,0,,0.6,8.566,0.6,8.566,0.04,0.571,0,0,70048,,,,
Andorra,2003,0.535,7.31,,,,,,,,,,0.535,7.31,0.69,0.004,,,,,,6.5,,,,,6.5,,,0,,,,,0.01,,0,,,,,0,,0.61,8.336,0.61,8.336,0.04,0.547,0,0,73180,,,,
Andorra,2004,0.561,7.352,,,,,,,,,,0.561,7.352,4.79,0.026,,,,,,7.061,,,,,7.061,,,0,,,,,0.01,,0,,,,,0,,0.64,8.393,0.64,8.393,0.04,0.525,0,0,76250,,,,
Andorra,2005,0.575,7.294,,,,,,,,,,0.575,7.294,2.61,0.015,,,,,,7.636,,,,,7.636,,,0,,,,,0.01,,0,,,,,0,,0.66,8.368,0.66,8.368,0.04,0.507,0,0,78871,,,,
Andorra,2006,0.546,6.74,,,,,,,,,,0.546,6.74,-5.1,-0.029,,,,,,8.182,,,,,8.182,,,0,,,,,0,,0,,,,,0,,0.64,7.902,0.64,7.902,0.04,0.494,0,0,80995,,,,
Andorra,2007,0.539,6.514,,,,,,,,,,0.539,6.514,-1.34,-0.007,,,,,,8.72,,,,,8.72,,,0,,,,,0,,0,,,,,0,,0.64,7.74,0.64,7.74,0.05,0.605,0,0,82682,,,,
Andorra,2008,0.539,6.423,,,,,,,,,,0.539,6.423,0,0,,,,,,9.259,,,,,9.259,,,0,,,,,0,,0,,,,,0,,0.64,7.632,0.64,7.632,0.05,0.596,0,0,83860,,,,
Andorra,2009,0.517,6.117,,,,,,,,,,0.517,6.117,-4.08,-0.022,,,,,,9.776,,,,,9.776,,,0,,,,,0,,0,,,,,0,,0.62,7.341,0.62,7.341,0.05,0.592,0,0,84461,,,,
Andorra,2010,0.517,6.117,,,,,,,,,,0.517,6.117,0,0,,,,,,10.292,,,,,10.292,,,0,,,,,0,,0,,,,,0,,0.63,7.46,0.63,7.46,0.05,0.592,0,0,84454,,,,
Andorra,2011,0.491,5.862,,,,,,,,,,0.491,5.862,-4.96,-0.026,,,,,,10.783,,,,,10.783,,,0,,,,,0,,0,,,,,0,,0.6,7.164,0.6,7.164,0.05,0.597,0,0,83748,,,,
Andorra,2012,0.487,5.912,,,,,,,,,,0.487,5.912,-0.75,-0.004,,,,,,11.27,,,,,11.27,,,0,,,,,0,,0,,,,,0,,0.6,7.279,0.6,7.279,0.05,0.607,0,0,82427,,,,
Andorra,2013,0.476,5.897,,,,,,,,,,0.476,5.897,-2.26,-0.011,,,,,,11.747,,,,,11.747,,,0,,,,,0,,0,,,,,0,,0.59,7.305,0.59,7.305,0.05,0.619,0,0,80770,,,,
Andorra,2014,0.462,5.828,,,,,,,,,,0.462,5.828,-3.08,-0.015,,,,,,12.208,,,,,12.208,,,0,,,,,0,,0,,,,,0,,0.58,7.322,0.58,7.322,0.05,0.631,0,0,79213,,,,
Andorra,2015,0.465,5.966,,,,,,,,,,0.465,5.966,0.79,0.004,,,,,,12.674,,,,,12.674,,,0,,,,,0,,0,,,,,0,,0.58,7.437,0.58,7.437,0.05,0.641,0,0,77993,,,,
Andorra,2016,0.469,6.068,,,,,,,,,,0.469,6.068,0.79,0.004,,,,,,13.143,,,,,13.143,,,0,,,,,0,,0,,,,,0,,0.59,7.633,0.59,7.633,0.05,0.647,0,0,77295,,,,
Andorra,2017,0.465,6.044,,,,,,,,,,0.465,6.044,-0.78,-0.004,,,,,,13.608,,,,,13.608,,,0,,,,,0,,0,,,,,0,,0.59,7.663,0.59,7.663,0.05,0.649,0,0,76997,,,,
